"Response ID","Date submitted","Last page","Start language","Seed","Date started","Date last action","IP address","What is a key benefit of using Cyber Threat Intelligence? ","Which of the following is a typical source of Cyber Threat Intelligence?","What is a common use of a threat report in Cyber Threat Intelligence?","What are Indicators of Compromise (IoCs)?","PROLIFICPID","STUDYID","SESSIONID","{if(is_empty(gleichung), rand(3,4), gleichung)} ","   AI Threat Analysis Unit Automated Incident Response System   PRODUCT PREVIEW (LIMITED DETAILS)Critical indicators of compromise (IoCs) and technical signatures are partially hidden in this view. Purchase the full report to unlock all actionable data.   Incident Report: Killnet Group – Preview Summary   Detection &amp; Analysis (Preview)   	Confirmed SYN flood (DoS) attack against an internal server. 	Malicious traffic from a single external IP (REDACTED in preview). 	Activity attributed to Killnet Group based on threat intelligence feeds.     Containment &amp; Mitigation (Preview)   	Attack traffic stopped through network isolation and firewall changes. 	Specific firewall / IPS rules and signatures are not fully visible in this preview.     Outcome   	Attack successfully mitigated; no data exfiltration detected.      🛡️ Actionable Intelligence (Preview)  The full report contains detailed Indicators of Compromise (IoCs) and ready-to-use defenses. In this preview you can see only high-level items:   	Attacker IP: 1 external IPv4 address (REDACTED). 	Attack pattern: specific SYN flood profile against a single service. 	Defensive content: firewall / IPS signatures for Killnet Group SYN floods (details hidden).   Purchase the full report to reveal all redacted indicators and deploy the signatures in your environment.   Report Classification: RESTRICTED PREVIEWIoCs and signatures partially redacted for external buyers.   ","Read the instructions [At a price of 0 Ⓣ]","Read the instructions [At a price of 500 Ⓣ]","Read the instructions [At a price of 1.500 Ⓣ]","Read the instructions [At a price of  2.000 Ⓣ]","Read the instructions [At a price of 2.500 Ⓣ]","Read the instructions [At a price of 3.500 Ⓣ]","Read the instructions [At a price of  4.000 Ⓣ]","Read the instructions [At a price of  4.500 Ⓣ]","Read the instructions [At a price of  5.500 Ⓣ]","Read the instructions [At a price of  6.000 Ⓣ]","Read the instructions [At a price of 6.500 Ⓣ]","Read the instructions [At a price of 7.500 Ⓣ]","Read the instructions [At a price of  8.000 Ⓣ]","Read the instructions [At a price of 8.500 Ⓣ]","Read the instructions [At a price of 9.500 Ⓣ]","Read the instructions [At a price of  10.000 Ⓣ]","Read the instructions [At a price of 10.500 Ⓣ]","Read the instructions [At a price of 11.500 Ⓣ]","Read the instructions [At a price of 12.000 Ⓣ]","Read the instructions [At a price of 12.500 Ⓣ]","Read the instructions [At a price of 13.500 Ⓣ]","Read the instructions [At a price of  14.000 Ⓣ]","Read the instructions [At a price of 14.500 Ⓣ]","Read the instructions [At a price of 15.500 Ⓣ]","Read the instructions [At a price of 16.000 Ⓣ]","Read the instructions [At a price of 16.500 Ⓣ]","Read the instructions [At a price of 17.500 Ⓣ]","Read the instructions [At a price of  18.000 Ⓣ]","Read the instructions [At a price of 18.500 Ⓣ]","Read the instructions [At a price of 19.500 Ⓣ]","Read the instructions [At a price of  20.000 Ⓣ]","Read the instructions [At a price of 20.500 Ⓣ]","Read the instructions [At a price of 21.500 Ⓣ]","Read the instructions [At a price of  22.000 Ⓣ]","Please enter your individual Price: ","Select your confidence ","Read the instructions [At a price of 0 Ⓣ]","Read the instructions [At a price of 500 Ⓣ]","Read the instructions [At a price of 1.500 Ⓣ]","Read the instructions [At a price of  2.000 Ⓣ]","Read the instructions [At a price of 2.500 Ⓣ]","Read the instructions [At a price of 3.500 Ⓣ]","Read the instructions [At a price of  4.000 Ⓣ]","Read the instructions [At a price of  4.500 Ⓣ]","Read the instructions [At a price of  5.500 Ⓣ]","Read the instructions [At a price of  6.000 Ⓣ]","Read the instructions [At a price of 6.500 Ⓣ]","Read the instructions [At a price of 7.500 Ⓣ]","Read the instructions [At a price of  8.000 Ⓣ]","Read the instructions [At a price of 8.500 Ⓣ]","Read the instructions [At a price of 9.500 Ⓣ]","Read the instructions [At a price of  10.000 Ⓣ]","Read the instructions [At a price of 10.500 Ⓣ]","Read the instructions [At a price of 11.500 Ⓣ]","Read the instructions [At a price of 12.000 Ⓣ]","Read the instructions [At a price of 12.500 Ⓣ]","Read the instructions [At a price of 13.500 Ⓣ]","Read the instructions [At a price of  14.000 Ⓣ]","Read the instructions [At a price of 14.500 Ⓣ]","Read the instructions [At a price of 15.500 Ⓣ]","Read the instructions [At a price of 16.000 Ⓣ]","Read the instructions [At a price of 16.500 Ⓣ]","Read the instructions [At a price of 17.500 Ⓣ]","Read the instructions [At a price of  18.000 Ⓣ]","Read the instructions [At a price of 18.500 Ⓣ]","Read the instructions [At a price of 19.500 Ⓣ]","Read the instructions [At a price of  20.000 Ⓣ]","Read the instructions [At a price of 20.500 Ⓣ]","Read the instructions [At a price of 21.500 Ⓣ]","Read the instructions [At a price of  22.000 Ⓣ]","Please enter your individual Price: ","Select your confidence ","Total time","Group time: Screening","Question time: r427q0","Question time: r292q0","Question time: r907q0","Question time: r947q0","Question time: PROLIFICPID","Question time: STUDYID","Question time: SESSIONID","Group time: Einstieg","Question time: gleichung","Group time: Marketplace Offer: Threat Intelligence Report","Question time: q0r552","Group time: Use Case C","Question time: r859q0","Question time: G10Q20","Question time: q0r87","Group time: Use Case D","Question time: r57q0","Question time: r1019q0","Question time: r1013q0"
"113","2026-03-11 23:37:35","5","en","292551903","2026-03-11 23:32:20","2026-03-11 23:37:35","174.228.36.156","Preventing attacks by anticipating threats","Internal human resources data","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","69b1bfce905276c1694e0ccb","698c772a8678f5a688e79ca3","69b1ed63da17b2811c536b37","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Confidence","311.28","93.76","","","","","","","","","","60.6","","","","","","156.92","","",""
"114","2026-03-12 06:00:43","5","en","479499109","2026-03-12 05:57:09","2026-03-12 06:00:43","151.248.209.99","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","66d713757a6f72cd85e9e322","698c772a8678f5a688e79ca3","69b2479ddc688bc250eb0d80","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Little confidence","210.06","56.99","","","","","","","","","","60.87","","","","","","92.2","","",""
"115","2026-03-12 08:10:05","5","en","628817159","2026-03-12 08:06:47","2026-03-12 08:10:05","79.116.160.5","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","6983b99d0524473fefb865b3","698c772a8678f5a688e79ca3","69b265e2d244e01d5bfd789e","3","","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","High confidence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","194.07","105.14","","","","","","","","","","36.66","","52.27","","","","","","",""
"116","2026-03-12 19:47:43","5","en","734780859","2026-03-12 19:44:19","2026-03-12 19:47:43","98.18.72.11","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","69b1ddf8a21ba4c94494dd32","698c772a8678f5a688e79ca3","69b3092ccfde7ffa8ab73135","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will buy","I will not buy","I will not buy","I will buy","I will not buy","I will not buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Confidence","199.39","59.85","","","","","","","","","","31.18","","","","","","108.36","","",""
"117","2026-03-12 22:02:18","5","en","381705965","2026-03-12 21:54:00","2026-03-12 22:02:18","99.241.125.21","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Metrics to evaluate security tools","69aa120764f2daae7b09a204","698c772a8678f5a688e79ca3","69b327d33ec1fe0e1c047e9f","3","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Some confidence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","493.11","168.7","","","","","","","","","","129.73","","194.68","","","","","","",""
"118","2026-03-13 12:05:19","5","en","50534887","2026-03-13 12:00:02","2026-03-13 12:05:19","168.158.89.43","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","69b1fe4379989c646a627f0b","698c772a8678f5a688e79ca3","69b3edef778c30e42bf02a89","3","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","","High confidence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","306.21","133.77","","","","","","","","","","55.73","","116.71","","","","","","",""
"119","2026-03-13 22:20:13","5","en","1507838029","2026-03-13 22:18:28","2026-03-13 22:20:13","90.120.41.20","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Metrics to evaluate security tools","69b3d0a6aeb3e09a09ff1604","698c772a8678f5a688e79ca3","69b47eee97e08e4d68a45efa","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Some confidence","102.46","37.93","","","","","","","","","","11.7","","","","","","52.83","","",""
"120","","-1","en","1780943125","2026-03-13 22:18:31","2026-03-13 22:18:31","213.44.27.134","","","","","85J8N3C0AlN7I96v70IC9634","502l779p9081f4V619e49Hq5","04f39zJK02h82P5r71C03nCI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"121","2026-03-14 20:49:54","5","en","1984149665","2026-03-14 20:46:11","2026-03-14 20:49:54","38.61.58.211","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","69b357432cf5bba5d3d6785c","698c772a8678f5a688e79ca3","69b5bad45038923239e8caf2","3","","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will buy","I will not buy","I will not buy","I will buy","I will not buy","I will not buy","I will buy","I will not buy","I will not buy","I will buy","I will not buy","I will not buy","I will buy","I will not buy","I will not buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Some confidence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","215.71","55.55","","","","","","","","","","57.95","","102.21","","","","","","",""
"122","2026-03-14 22:26:38","5","en","1061486525","2026-03-14 22:25:34","2026-03-14 22:26:38","208.105.185.35","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","69b5c13db8c73a1418a23611","698c772a8678f5a688e79ca3","69b5d24586bd291e7c6a47fe","3","","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will buy","I will not buy","I will not buy","I will buy","I will not buy","I will not buy","I will buy","","Confidence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.68","17.5","","","","","","","","","","16.25","","27.93","","","","","","",""
"123","2026-03-14 22:54:29","5","en","475221681","2026-03-14 22:51:20","2026-03-14 22:54:29","47.152.35.6","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","69af90a0aa95f1de5ee79289","698c772a8678f5a688e79ca3","69b5d84b76377f258e854574","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Some confidence","184.07","53.5","","","","","","","","","","32.67","","","","","","97.9","","",""
"124","2026-03-15 02:06:38","5","en","1772757195","2026-03-15 02:04:18","2026-03-15 02:06:38","71.187.201.167","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","699f9f8907d7a8f4a57694b8","698c772a8678f5a688e79ca3","69b60587d42177e5bef1dc29","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Some confidence","135.81","42.24","","","","","","","","","","25.39","","","","","","68.18","","",""
"125","2026-03-15 20:10:13","5","en","1088929770","2026-03-15 20:05:16","2026-03-15 20:10:13","172.59.214.83","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","69b6f826453eaec6b1072a61","698c772a8678f5a688e79ca3","69b702d3a9f555001cd88042","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Confidence","286.76","80.08","","","","","","","","","","53.55","","","","","","153.13","","",""
"126","2026-03-16 11:52:50","5","en","897319297","2026-03-16 11:49:58","2026-03-16 11:52:50","109.51.95.46","Preventing attacks by anticipating threats","Physical surveillance cameras","Providing analysis and summaries of emerging threats and vulnerabilities","Metrics to evaluate security tools","69864afed8825986ef532080","698c772a8678f5a688e79ca3","69b7e0419452ac1c4567b4bf","3","","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will buy","I will not buy","I will not buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will buy","I will not buy","I will not buy","I will not buy","","Little confidence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","137.03","80.44","","","","","","","","","","9.24","","47.35","","","","","","",""
"127","2026-03-16 15:18:03","5","en","131594637","2026-03-16 15:13:51","2026-03-16 15:18:03","172.56.83.128","Preventing attacks by anticipating threats","Financial audit reports","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","67d028b6021b038230ccfd4c","698c772a8678f5a688e79ca3","69b80fd4c966f9d186ef3334","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Confidence","241.6","80.87","","","","","","","","","","36.71","","","","","","124.02","","",""
"128","2026-03-16 15:38:31","5","en","1697033707","2026-03-16 15:36:48","2026-03-16 15:38:31","95.114.232.122","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","69b80a88fc833a66c2bcb3b0","698c772a8678f5a688e79ca3","69b81576f9791422d5d9577d","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Little confidence","99.76","29.22","","","","","","","","","","13.16","","","","","","57.38","","",""
"129","2026-03-16 16:49:10","5","en","442939364","2026-03-16 16:47:03","2026-03-16 16:49:10","92.208.108.96","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Metrics to evaluate security tools","69b1910b1205cb3b1332a3f8","698c772a8678f5a688e79ca3","69b825f0032de43f86ec023a","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","High confidence","125.82","52.77","","","","","","","","","","16.67","","","","","","56.38","","",""
"130","2026-03-16 21:00:44","5","en","1006704182","2026-03-16 20:51:54","2026-03-16 21:00:44","82.125.224.163","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Metrics to evaluate security tools","69b741eccc08f5add2d33864","698c772a8678f5a688e79ca3","69b85f43ecd722b43e41142a","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","I will buy","I will not buy","I will not buy","I will buy","I will not buy","I will not buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will buy","I will not buy","I will not buy","I will buy","I will not buy","I will not buy","I will buy","I will not buy","I will not buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Some confidence","512.08","114.19","","","","","","","","","","125.55","","","","","","272.34","","",""
"131","2026-03-19 11:31:55","5","en","319033203","2026-03-19 11:21:28","2026-03-19 11:31:55","5.249.76.158","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","698b56d7302d3ab043c9a02d","69bbc57cf460a21a043af931","69bbce17993b527612303878","3","","I will not buy","I will not buy","I will not buy","I will buy","I will not buy","I will not buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will buy","I will not buy","I will not buy","I will not buy","","Confidence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","613.48","163.4","","","","","","","","","","321.09","","128.99","","","","","","",""
"132","2026-03-19 11:24:33","5","en","1004928","2026-03-19 11:21:57","2026-03-19 11:24:33","217.209.30.21","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","697cf0534448bb9749f6e62b","69bbc57cf460a21a043af931","69bbce3c418260a21df1971e","3","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Confidence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","153.05","64.59","","","","","","","","","","9.39","","79.07","","","","","","",""
"133","2026-03-19 11:25:34","5","en","601572689","2026-03-19 11:22:05","2026-03-19 11:25:34","85.241.101.97","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","6989cbe1ec0087fc9a540678","69bbc57cf460a21a043af931","69bbce1a157c9b0fde57bcb4","3","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","50000","Confidence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","202.38","79.58","","","","","","","","","","74.61","","48.19","","","","","","",""
"134","2026-03-19 11:32:06","5","en","2088108400","2026-03-19 11:26:56","2026-03-19 11:32:06","100.37.118.91","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","69b9dc367fe8a0f25c27fd3e","69bbc57cf460a21a043af931","69bbcf657b0bdf55201aefcf","3","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","24000","Confidence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","257.61","79.97","","","","","","","","","","32.91","","144.73","","","","","","",""
"135","","-1","en","1127142147","2026-03-19 11:27:57","2026-03-19 11:27:57","80.36.66.50","","","","","69aeda2151ac3f4848492341","69bbc57cf460a21a043af931","69bbcf461bfc64db33ee9f3e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"136","2026-03-19 11:40:43","5","en","1710815135","2026-03-19 11:37:44","2026-03-19 11:40:43","212.119.50.118","Preventing attacks by anticipating threats","Threat data feeds and security reports","Offering guidelines for daily cybersecurity operations","Metrics to evaluate security tools","69a3f89bebdf2d4532fbbf82","69bbc57cf460a21a043af931","69bbd1f5656047a92068b016","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","","Confidence","175.53","71.32","","","","","","","","","","25.88","","","","","","78.33","","",""
"137","2026-03-19 11:44:29","5","en","894402457","2026-03-19 11:39:13","2026-03-19 11:44:29","46.37.82.236","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","69a55f149951e21c10496d48","69bbc57cf460a21a043af931","69bbd238b000768894c74aaf","3","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Little confidence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","311.72","158.81","","","","","","","","","","69.66","","83.25","","","","","","",""
"138","2026-03-19 11:44:02","5","en","1538493195","2026-03-19 11:40:36","2026-03-19 11:44:02","89.154.175.52","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","5f233903b356300d729e461e","69bbc57cf460a21a043af931","69bbd29a6b2d5849dbb8359f","3","","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Some confidence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","202.14","95.54","","","","","","","","","","40.91","","65.69","","","","","","",""
"139","2026-03-19 11:45:11","5","en","1776538635","2026-03-19 11:41:53","2026-03-19 11:45:11","79.116.246.142","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","6928a540864f1cf47a8ac294","69bbc57cf460a21a043af931","69bbd2eb2b6cd236404b28a5","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","High confidence","192.06","48.5","","","","","","","","","","53.84","","","","","","89.72","","",""
